Country/Region;Date;Confirmed;Recovered;Mes;Año
Afghanistan;22/01/2020;0;0;1;2020
Albania;22/01/2020;0;0;1;2020
Algeria;22/01/2020;0;0;1;2020
Andorra;22/01/2020;0;0;1;2020
Angola;22/01/2020;0;0;1;2020
Antigua and Barbuda;22/01/2020;0;0;1;2020
Argentina;22/01/2020;0;0;1;2020
Armenia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Australia;22/01/2020;0;0;1;2020
Austria;22/01/2020;0;0;1;2020
Azerbaijan;22/01/2020;0;0;1;2020
Bahamas;22/01/2020;0;0;1;2020
Bahrain;22/01/2020;0;0;1;2020
Bangladesh;22/01/2020;0;0;1;2020
Barbados;22/01/2020;0;0;1;2020
Belarus;22/01/2020;0;0;1;2020
Belgium;22/01/2020;0;0;1;2020
Benin;22/01/2020;0;0;1;2020
Bhutan;22/01/2020;0;0;1;2020
Bolivia;22/01/2020;0;0;1;2020
Bosnia and Herzegovina;22/01/2020;0;0;1;2020
Brazil;22/01/2020;0;0;1;2020
Brunei;22/01/2020;0;0;1;2020
Bulgaria;22/01/2020;0;0;1;2020
Burkina Faso;22/01/2020;0;0;1;2020
Cabo Verde;22/01/2020;0;0;1;2020
Cambodia;22/01/2020;0;0;1;2020
Cameroon;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Central African Republic;22/01/2020;0;0;1;2020
Chad;22/01/2020;0;0;1;2020
Chile;22/01/2020;0;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;14;0;1;2020
China;22/01/2020;6;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;26;0;1;2020
China;22/01/2020;2;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;4;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;5;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;444;28;1;2020
China;22/01/2020;4;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;2;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;2;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;2;0;1;2020
China;22/01/2020;9;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;5;0;1;2020
China;22/01/2020;4;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;0;0;1;2020
China;22/01/2020;1;0;1;2020
China;22/01/2020;10;0;1;2020
Colombia;22/01/2020;0;0;1;2020
Congo (Brazzaville);22/01/2020;0;0;1;2020
Congo (Kinshasa);22/01/2020;0;0;1;2020
Costa Rica;22/01/2020;0;0;1;2020
Cote d'Ivoire;22/01/2020;0;0;1;2020
Croatia;22/01/2020;0;0;1;2020
Cuba;22/01/2020;0;0;1;2020
Cyprus;22/01/2020;0;0;1;2020
Czechia;22/01/2020;0;0;1;2020
Denmark;22/01/2020;0;0;1;2020
Greenland;22/01/2020;0;0;1;2020
Denmark;22/01/2020;0;0;1;2020
Djibouti;22/01/2020;0;0;1;2020
Dominican Republic;22/01/2020;0;0;1;2020
Ecuador;22/01/2020;0;0;1;2020
Egypt;22/01/2020;0;0;1;2020
El Salvador;22/01/2020;0;0;1;2020
Equatorial Guinea;22/01/2020;0;0;1;2020
Eritrea;22/01/2020;0;0;1;2020
Estonia;22/01/2020;0;0;1;2020
Eswatini;22/01/2020;0;0;1;2020
Ethiopia;22/01/2020;0;0;1;2020
Fiji;22/01/2020;0;0;1;2020
Finland;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
Gabon;22/01/2020;0;0;1;2020
Gambia;22/01/2020;0;0;1;2020
Georgia;22/01/2020;0;0;1;2020
Germany;22/01/2020;0;0;1;2020
Ghana;22/01/2020;0;0;1;2020
Greece;22/01/2020;0;0;1;2020
Guatemala;22/01/2020;0;0;1;2020
Guinea;22/01/2020;0;0;1;2020
Guyana;22/01/2020;0;0;1;2020
Haiti;22/01/2020;0;0;1;2020
Holy See;22/01/2020;0;0;1;2020
Honduras;22/01/2020;0;0;1;2020
Hungary;22/01/2020;0;0;1;2020
Iceland;22/01/2020;0;0;1;2020
India;22/01/2020;0;0;1;2020
Indonesia;22/01/2020;0;0;1;2020
Iran;22/01/2020;0;0;1;2020
Iraq;22/01/2020;0;0;1;2020
Ireland;22/01/2020;0;0;1;2020
Israel;22/01/2020;0;0;1;2020
Italy;22/01/2020;0;0;1;2020
Jamaica;22/01/2020;0;0;1;2020
Japan;22/01/2020;2;0;1;2020
Jordan;22/01/2020;0;0;1;2020
Kazakhstan;22/01/2020;0;0;1;2020
Kenya;22/01/2020;0;0;1;2020
South Korea;22/01/2020;1;0;1;2020
Kuwait;22/01/2020;0;0;1;2020
Kyrgyzstan;22/01/2020;0;0;1;2020
Latvia;22/01/2020;0;0;1;2020
Lebanon;22/01/2020;0;0;1;2020
Liberia;22/01/2020;0;0;1;2020
Liechtenstein;22/01/2020;0;0;1;2020
Lithuania;22/01/2020;0;0;1;2020
Luxembourg;22/01/2020;0;0;1;2020
Madagascar;22/01/2020;0;0;1;2020
Malaysia;22/01/2020;0;0;1;2020
Maldives;22/01/2020;0;0;1;2020
Malta;22/01/2020;0;0;1;2020
Mauritania;22/01/2020;0;0;1;2020
Mauritius;22/01/2020;0;0;1;2020
Mexico;22/01/2020;0;0;1;2020
Moldova;22/01/2020;0;0;1;2020
Monaco;22/01/2020;0;0;1;2020
Mongolia;22/01/2020;0;0;1;2020
Montenegro;22/01/2020;0;0;1;2020
Morocco;22/01/2020;0;0;1;2020
Namibia;22/01/2020;0;0;1;2020
Nepal;22/01/2020;0;0;1;2020
Netherlands;22/01/2020;0;0;1;2020
Netherlands;22/01/2020;0;0;1;2020
Netherlands;22/01/2020;0;0;1;2020
Netherlands;22/01/2020;0;0;1;2020
New Zealand;22/01/2020;0;0;1;2020
Nicaragua;22/01/2020;0;0;1;2020
Niger;22/01/2020;0;0;1;2020
Nigeria;22/01/2020;0;0;1;2020
North Macedonia;22/01/2020;0;0;1;2020
Norway;22/01/2020;0;0;1;2020
Oman;22/01/2020;0;0;1;2020
Pakistan;22/01/2020;0;0;1;2020
Panama;22/01/2020;0;0;1;2020
Papua New Guinea;22/01/2020;0;0;1;2020
Paraguay;22/01/2020;0;0;1;2020
Peru;22/01/2020;0;0;1;2020
Philippines;22/01/2020;0;0;1;2020
Poland;22/01/2020;0;0;1;2020
Portugal;22/01/2020;0;0;1;2020
Qatar;22/01/2020;0;0;1;2020
Romania;22/01/2020;0;0;1;2020
Russia;22/01/2020;0;0;1;2020
Rwanda;22/01/2020;0;0;1;2020
Saint Lucia;22/01/2020;0;0;1;2020
Saint Vincent and the Grenadines;22/01/2020;0;0;1;2020
San Marino;22/01/2020;0;0;1;2020
Saudi Arabia;22/01/2020;0;0;1;2020
Senegal;22/01/2020;0;0;1;2020
Serbia;22/01/2020;0;0;1;2020
Seychelles;22/01/2020;0;0;1;2020
Singapore;22/01/2020;0;0;1;2020
Slovakia;22/01/2020;0;0;1;2020
Slovenia;22/01/2020;0;0;1;2020
Somalia;22/01/2020;0;0;1;2020
South Africa;22/01/2020;0;0;1;2020
Spain;22/01/2020;0;0;1;2020
Sri Lanka;22/01/2020;0;0;1;2020
Sudan;22/01/2020;0;0;1;2020
Suriname;22/01/2020;0;0;1;2020
Sweden;22/01/2020;0;0;1;2020
Switzerland;22/01/2020;0;0;1;2020
Taiwan*;22/01/2020;1;0;1;2020
Tanzania;22/01/2020;0;0;1;2020
Thailand;22/01/2020;2;0;1;2020
Togo;22/01/2020;0;0;1;2020
Trinidad and Tobago;22/01/2020;0;0;1;2020
Tunisia;22/01/2020;0;0;1;2020
Turkey;22/01/2020;0;0;1;2020
Uganda;22/01/2020;0;0;1;2020
Ukraine;22/01/2020;0;0;1;2020
United Arab Emirates;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
Uruguay;22/01/2020;0;0;1;2020
US;22/01/2020;1;0;1;2020
Uzbekistan;22/01/2020;0;0;1;2020
Venezuela;22/01/2020;0;0;1;2020
Vietnam;22/01/2020;0;0;1;2020
Zambia;22/01/2020;0;0;1;2020
Zimbabwe;22/01/2020;0;0;1;2020
Dominica;22/01/2020;0;0;1;2020
Grenada;22/01/2020;0;0;1;2020
Mozambique;22/01/2020;0;0;1;2020
Syria;22/01/2020;0;0;1;2020
Timor-Leste;22/01/2020;0;0;1;2020
Belize;22/01/2020;0;0;1;2020
Laos;22/01/2020;0;0;1;2020
Libya;22/01/2020;0;0;1;2020
West Bank and Gaza;22/01/2020;0;0;1;2020
Guinea-Bissau;22/01/2020;0;0;1;2020
Mali;22/01/2020;0;0;1;2020
Saint Kitts and Nevis;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Canada;22/01/2020;0;0;1;2020
Kosovo;22/01/2020;0;0;1;2020
Burma;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
Botswana;22/01/2020;0;0;1;2020
Burundi;22/01/2020;0;0;1;2020
Sierra Leone;22/01/2020;0;0;1;2020
Malawi;22/01/2020;0;0;1;2020
United Kingdom;22/01/2020;0;0;1;2020
France;22/01/2020;0;0;1;2020
South Sudan;22/01/2020;0;0;1;2020
Western Sahara;22/01/2020;0;0;1;2020
Sao Tome and Principe;22/01/2020;0;0;1;2020
Yemen;22/01/2020;0;0;1;2020
Comoros;22/01/2020;0;0;1;2020
Tajikistan;22/01/2020;0;0;1;2020
Lesotho;22/01/2020;0;0;1;2020
Afghanistan;23/01/2020;0;0;1;2020
Albania;23/01/2020;0;0;1;2020
Algeria;23/01/2020;0;0;1;2020
Andorra;23/01/2020;0;0;1;2020
Angola;23/01/2020;0;0;1;2020
Antigua and Barbuda;23/01/2020;0;0;1;2020
Argentina;23/01/2020;0;0;1;2020
Armenia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Australia;23/01/2020;0;0;1;2020
Austria;23/01/2020;0;0;1;2020
Azerbaijan;23/01/2020;0;0;1;2020
Bahamas;23/01/2020;0;0;1;2020
Bahrain;23/01/2020;0;0;1;2020
Bangladesh;23/01/2020;0;0;1;2020
Barbados;23/01/2020;0;0;1;2020
Belarus;23/01/2020;0;0;1;2020
Belgium;23/01/2020;0;0;1;2020
Benin;23/01/2020;0;0;1;2020
Bhutan;23/01/2020;0;0;1;2020
Bolivia;23/01/2020;0;0;1;2020
Bosnia and Herzegovina;23/01/2020;0;0;1;2020
Brazil;23/01/2020;0;0;1;2020
Brunei;23/01/2020;0;0;1;2020
Bulgaria;23/01/2020;0;0;1;2020
Burkina Faso;23/01/2020;0;0;1;2020
Cabo Verde;23/01/2020;0;0;1;2020
Cambodia;23/01/2020;0;0;1;2020
Cameroon;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Central African Republic;23/01/2020;0;0;1;2020
Chad;23/01/2020;0;0;1;2020
Chile;23/01/2020;0;0;1;2020
China;23/01/2020;9;0;1;2020
China;23/01/2020;22;0;1;2020
China;23/01/2020;9;0;1;2020
China;23/01/2020;5;0;1;2020
China;23/01/2020;2;0;1;2020
China;23/01/2020;32;2;1;2020
China;23/01/2020;5;0;1;2020
China;23/01/2020;3;0;1;2020
China;23/01/2020;5;0;1;2020
China;23/01/2020;1;0;1;2020
China;23/01/2020;2;0;1;2020
China;23/01/2020;5;0;1;2020
China;23/01/2020;2;0;1;2020
China;23/01/2020;444;28;1;2020
China;23/01/2020;9;0;1;2020
China;23/01/2020;0;0;1;2020
China;23/01/2020;5;0;1;2020
China;23/01/2020;7;0;1;2020
China;23/01/2020;1;0;1;2020
China;23/01/2020;3;0;1;2020
China;23/01/2020;2;0;1;2020
China;23/01/2020;1;0;1;2020
China;23/01/2020;0;0;1;2020
China;23/01/2020;3;0;1;2020
China;23/01/2020;6;0;1;2020
China;23/01/2020;16;0;1;2020
China;23/01/2020;1;0;1;2020
China;23/01/2020;8;0;1;2020
China;23/01/2020;4;0;1;2020
China;23/01/2020;0;0;1;2020
China;23/01/2020;2;0;1;2020
China;23/01/2020;2;0;1;2020
China;23/01/2020;27;0;1;2020
Colombia;23/01/2020;0;0;1;2020
Congo (Brazzaville);23/01/2020;0;0;1;2020
Congo (Kinshasa);23/01/2020;0;0;1;2020
Costa Rica;23/01/2020;0;0;1;2020
Cote d'Ivoire;23/01/2020;0;0;1;2020
Croatia;23/01/2020;0;0;1;2020
Cuba;23/01/2020;0;0;1;2020
Cyprus;23/01/2020;0;0;1;2020
Czechia;23/01/2020;0;0;1;2020
Denmark;23/01/2020;0;0;1;2020
Greenland;23/01/2020;0;0;1;2020
Denmark;23/01/2020;0;0;1;2020
Djibouti;23/01/2020;0;0;1;2020
Dominican Republic;23/01/2020;0;0;1;2020
Ecuador;23/01/2020;0;0;1;2020
Egypt;23/01/2020;0;0;1;2020
El Salvador;23/01/2020;0;0;1;2020
Equatorial Guinea;23/01/2020;0;0;1;2020
Eritrea;23/01/2020;0;0;1;2020
Estonia;23/01/2020;0;0;1;2020
Eswatini;23/01/2020;0;0;1;2020
Ethiopia;23/01/2020;0;0;1;2020
Fiji;23/01/2020;0;0;1;2020
Finland;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
Gabon;23/01/2020;0;0;1;2020
Gambia;23/01/2020;0;0;1;2020
Georgia;23/01/2020;0;0;1;2020
Germany;23/01/2020;0;0;1;2020
Ghana;23/01/2020;0;0;1;2020
Greece;23/01/2020;0;0;1;2020
Guatemala;23/01/2020;0;0;1;2020
Guinea;23/01/2020;0;0;1;2020
Guyana;23/01/2020;0;0;1;2020
Haiti;23/01/2020;0;0;1;2020
Holy See;23/01/2020;0;0;1;2020
Honduras;23/01/2020;0;0;1;2020
Hungary;23/01/2020;0;0;1;2020
Iceland;23/01/2020;0;0;1;2020
India;23/01/2020;0;0;1;2020
Indonesia;23/01/2020;0;0;1;2020
Iran;23/01/2020;0;0;1;2020
Iraq;23/01/2020;0;0;1;2020
Ireland;23/01/2020;0;0;1;2020
Israel;23/01/2020;0;0;1;2020
Italy;23/01/2020;0;0;1;2020
Jamaica;23/01/2020;0;0;1;2020
Japan;23/01/2020;2;0;1;2020
Jordan;23/01/2020;0;0;1;2020
Kazakhstan;23/01/2020;0;0;1;2020
Kenya;23/01/2020;0;0;1;2020
South Korea;23/01/2020;1;0;1;2020
Kuwait;23/01/2020;0;0;1;2020
Kyrgyzstan;23/01/2020;0;0;1;2020
Latvia;23/01/2020;0;0;1;2020
Lebanon;23/01/2020;0;0;1;2020
Liberia;23/01/2020;0;0;1;2020
Liechtenstein;23/01/2020;0;0;1;2020
Lithuania;23/01/2020;0;0;1;2020
Luxembourg;23/01/2020;0;0;1;2020
Madagascar;23/01/2020;0;0;1;2020
Malaysia;23/01/2020;0;0;1;2020
Maldives;23/01/2020;0;0;1;2020
Malta;23/01/2020;0;0;1;2020
Mauritania;23/01/2020;0;0;1;2020
Mauritius;23/01/2020;0;0;1;2020
Mexico;23/01/2020;0;0;1;2020
Moldova;23/01/2020;0;0;1;2020
Monaco;23/01/2020;0;0;1;2020
Mongolia;23/01/2020;0;0;1;2020
Montenegro;23/01/2020;0;0;1;2020
Morocco;23/01/2020;0;0;1;2020
Namibia;23/01/2020;0;0;1;2020
Nepal;23/01/2020;0;0;1;2020
Netherlands;23/01/2020;0;0;1;2020
Netherlands;23/01/2020;0;0;1;2020
Netherlands;23/01/2020;0;0;1;2020
Netherlands;23/01/2020;0;0;1;2020
New Zealand;23/01/2020;0;0;1;2020
Nicaragua;23/01/2020;0;0;1;2020
Niger;23/01/2020;0;0;1;2020
Nigeria;23/01/2020;0;0;1;2020
North Macedonia;23/01/2020;0;0;1;2020
Norway;23/01/2020;0;0;1;2020
Oman;23/01/2020;0;0;1;2020
Pakistan;23/01/2020;0;0;1;2020
Panama;23/01/2020;0;0;1;2020
Papua New Guinea;23/01/2020;0;0;1;2020
Paraguay;23/01/2020;0;0;1;2020
Peru;23/01/2020;0;0;1;2020
Philippines;23/01/2020;0;0;1;2020
Poland;23/01/2020;0;0;1;2020
Portugal;23/01/2020;0;0;1;2020
Qatar;23/01/2020;0;0;1;2020
Romania;23/01/2020;0;0;1;2020
Russia;23/01/2020;0;0;1;2020
Rwanda;23/01/2020;0;0;1;2020
Saint Lucia;23/01/2020;0;0;1;2020
Saint Vincent and the Grenadines;23/01/2020;0;0;1;2020
San Marino;23/01/2020;0;0;1;2020
Saudi Arabia;23/01/2020;0;0;1;2020
Senegal;23/01/2020;0;0;1;2020
Serbia;23/01/2020;0;0;1;2020
Seychelles;23/01/2020;0;0;1;2020
Singapore;23/01/2020;1;0;1;2020
Slovakia;23/01/2020;0;0;1;2020
Slovenia;23/01/2020;0;0;1;2020
Somalia;23/01/2020;0;0;1;2020
South Africa;23/01/2020;0;0;1;2020
Spain;23/01/2020;0;0;1;2020
Sri Lanka;23/01/2020;0;0;1;2020
Sudan;23/01/2020;0;0;1;2020
Suriname;23/01/2020;0;0;1;2020
Sweden;23/01/2020;0;0;1;2020
Switzerland;23/01/2020;0;0;1;2020
Taiwan*;23/01/2020;1;0;1;2020
Tanzania;23/01/2020;0;0;1;2020
Thailand;23/01/2020;3;0;1;2020
Togo;23/01/2020;0;0;1;2020
Trinidad and Tobago;23/01/2020;0;0;1;2020
Tunisia;23/01/2020;0;0;1;2020
Turkey;23/01/2020;0;0;1;2020
Uganda;23/01/2020;0;0;1;2020
Ukraine;23/01/2020;0;0;1;2020
United Arab Emirates;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
Uruguay;23/01/2020;0;0;1;2020
US;23/01/2020;1;0;1;2020
Uzbekistan;23/01/2020;0;0;1;2020
Venezuela;23/01/2020;0;0;1;2020
Vietnam;23/01/2020;2;0;1;2020
Zambia;23/01/2020;0;0;1;2020
Zimbabwe;23/01/2020;0;0;1;2020
Dominica;23/01/2020;0;0;1;2020
Grenada;23/01/2020;0;0;1;2020
Mozambique;23/01/2020;0;0;1;2020
Syria;23/01/2020;0;0;1;2020
Timor-Leste;23/01/2020;0;0;1;2020
Belize;23/01/2020;0;0;1;2020
Laos;23/01/2020;0;0;1;2020
Libya;23/01/2020;0;0;1;2020
West Bank and Gaza;23/01/2020;0;0;1;2020
Guinea-Bissau;23/01/2020;0;0;1;2020
Mali;23/01/2020;0;0;1;2020
Saint Kitts and Nevis;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Canada;23/01/2020;0;0;1;2020
Kosovo;23/01/2020;0;0;1;2020
Burma;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
Botswana;23/01/2020;0;0;1;2020
Burundi;23/01/2020;0;0;1;2020
Sierra Leone;23/01/2020;0;0;1;2020
Malawi;23/01/2020;0;0;1;2020
United Kingdom;23/01/2020;0;0;1;2020
France;23/01/2020;0;0;1;2020
South Sudan;23/01/2020;0;0;1;2020
Western Sahara;23/01/2020;0;0;1;2020
Sao Tome and Principe;23/01/2020;0;0;1;2020
Yemen;23/01/2020;0;0;1;2020
Comoros;23/01/2020;0;0;1;2020
Tajikistan;23/01/2020;0;0;1;2020
Lesotho;23/01/2020;0;0;1;2020
Afghanistan;24/01/2020;0;0;1;2020
Albania;24/01/2020;0;0;1;2020
Algeria;24/01/2020;0;0;1;2020
Andorra;24/01/2020;0;0;1;2020
Angola;24/01/2020;0;0;1;2020
Antigua and Barbuda;24/01/2020;0;0;1;2020
Argentina;24/01/2020;0;0;1;2020
Armenia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Australia;24/01/2020;0;0;1;2020
Austria;24/01/2020;0;0;1;2020
Azerbaijan;24/01/2020;0;0;1;2020
Bahamas;24/01/2020;0;0;1;2020
Bahrain;24/01/2020;0;0;1;2020
Bangladesh;24/01/2020;0;0;1;2020
Barbados;24/01/2020;0;0;1;2020
Belarus;24/01/2020;0;0;1;2020
Belgium;24/01/2020;0;0;1;2020
Benin;24/01/2020;0;0;1;2020
Bhutan;24/01/2020;0;0;1;2020
Bolivia;24/01/2020;0;0;1;2020
Bosnia and Herzegovina;24/01/2020;0;0;1;2020
Brazil;24/01/2020;0;0;1;2020
Brunei;24/01/2020;0;0;1;2020
Bulgaria;24/01/2020;0;0;1;2020
Burkina Faso;24/01/2020;0;0;1;2020
Cabo Verde;24/01/2020;0;0;1;2020
Cambodia;24/01/2020;0;0;1;2020
Cameroon;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Canada;24/01/2020;0;0;1;2020
Central African Republic;24/01/2020;0;0;1;2020
Chad;24/01/2020;0;0;1;2020
Chile;24/01/2020;0;0;1;2020
China;24/01/2020;15;0;1;2020
China;24/01/2020;36;1;1;2020
China;24/01/2020;27;0;1;2020
China;24/01/2020;10;0;1;2020
China;24/01/2020;2;0;1;2020
China;24/01/2020;53;2;1;2020
China;24/01/2020;23;0;1;2020
China;24/01/2020;3;0;1;2020
China;24/01/2020;8;0;1;2020
China;24/01/2020;2;0;1;2020
China;24/01/2020;4;0;1;2020
China;24/01/2020;9;0;1;2020
China;24/01/2020;2;0;1;2020
China;24/01/2020;549;31;1;2020
China;24/01/2020;24;0;1;2020
China;24/01/2020;1;0;1;2020
China;24/01/2020;9;0;1;2020
China;24/01/2020;18;0;1;2020
China;24/01/2020;3;0;1;2020
China;24/01/2020;4;0;1;2020
China;24/01/2020;2;0;1;2020
China;24/01/2020;2;0;1;2020
China;24/01/2020;0;0;1;2020
China;24/01/2020;5;0;1;2020
China;24/01/2020;15;0;1;2020
China;24/01/2020;20;1;1;2020
China;24/01/2020;1;0;1;2020
China;24/01/2020;15;0;1;2020
China;24/01/2020;8;0;1;2020
China;24/01/2020;0;0;1;2020
China;24/01/2020;2;0;1;2020
China;24/01/2020;5;0;1;2020
China;24/01/2020;43;1;1;2020
Colombia;24/01/2020;0;0;1;2020
Congo (Brazzaville);24/01/2020;0;0;1;2020
Congo (Kinshasa);24/01/2020;0;0;1;2020
Costa Rica;24/01/2020;0;0;1;2020
Cote d'Ivoire;24/01/2020;0;0;1;2020
Croatia;24/01/2020;0;0;1;2020
Cuba;24/01/2020;0;0;1;2020
Cyprus;24/01/2020;0;0;1;2020
Czechia;24/01/2020;0;0;1;2020
Denmark;24/01/2020;0;0;1;2020
Greenland;24/01/2020;0;0;1;2020
Denmark;24/01/2020;0;0;1;2020
Djibouti;24/01/2020;0;0;1;2020
Dominican Republic;24/01/2020;0;0;1;2020
Ecuador;24/01/2020;0;0;1;2020
Egypt;24/01/2020;0;0;1;2020
El Salvador;24/01/2020;0;0;1;2020
Equatorial Guinea;24/01/2020;0;0;1;2020
Eritrea;24/01/2020;0;0;1;2020
Estonia;24/01/2020;0;0;1;2020
Eswatini;24/01/2020;0;0;1;2020
Ethiopia;24/01/2020;0;0;1;2020
Fiji;24/01/2020;0;0;1;2020
Finland;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;0;0;1;2020
France;24/01/2020;2;0;1;2020
Gabon;24/01/2020;0;0;1;2020
Gambia;24/01/2020;0;0;1;2020
Georgia;24/01/2020;0;0;1;2020
Germany;24/01/2020;0;0;1;2020
Ghana;24/01/2020;0;0;1;2020
Greece;24/01/2020;0;0;1;2020
Guatemala;24/01/2020;0;0;1;2020
Guinea;24/01/2020;0;0;1;2020
Guyana;24/01/2020;0;0;1;2020
Haiti;24/01/2020;0;0;1;2020
Holy See;24/01/2020;0;0;1;2020
Honduras;24/01/2020;0;0;1;2020
Hungary;24/01/2020;0;0;1;2020
Iceland;24/01/2020;0;0;1;2020
India;24/01/2020;0;0;1;2020
Indonesia;24/01/2020;0;0;1;2020
Iran;24/01/2020;0;0;1;2020
Iraq;24/01/2020;0;0;1;2020
Ireland;24/01/2020;0;0;1;2020
Israel;24/01/2020;0;0;1;2020
Italy;24/01/2020;0;0;1;2020
Jamaica;24/01/2020;0;0;1;2020
Japan;24/01/2020;2;0;1;2020
Jordan;24/01/2020;0;0;1;2020
Kazakhstan;24/01/2020;0;0;1;2020
Kenya;24/01/2020;0;0;1;2020
South Korea;24/01/2020;2;0;1;2020
Kuwait;24/01/2020;0;0;1;2020
